domain,L,tb_yr,r2,spike_1e6m3,slow_at_0_1e6m3,map_temp_1e6m3,map_persist_1e6m3
potomac2,1,0.9500000000000001,0.9676329455413707,20.13898329410604,22.63039323134562,66.16121626302633,22.765330019936428
potomac2,3,1.1,0.9760497602149162,35.17126758808799,54.49914434526162,81.03122762271639,55.221549232707744
potomac2,10,1.15,0.978950661580193,42.50462991816636,124.7164138860939,88.00745987518636,125.61850334003094
potomac2,50,1.2000000000000002,0.9884583670181845,45.547729996584906,422.78938566906453,91.46651398747683,418.20587178436546
wolf2,1,0.35,0.9874465990927609,111.46051962616906,9.806358379079972,116.68208274739689,9.281625127073113
wolf2,3,0.35,0.9888028187276412,116.41242583111033,28.692010867314973,122.7517482117531,27.145060068632972
wolf2,10,0.35,0.9901178714824951,119.01922118805486,79.67313634444638,127.14924994633597,76.38476005026376
wolf2,50,0.35,0.9919410396200007,121.15110775510814,222.76405393220872,132.59432803118148,216.22085375544222
