n_active,wtd_p10,wtd_p50,wtd_p90,frac_wtd_2_20,frac_wtd_le2,n_shallow,n_deep,domain,phi_mean,phi_p10,phi_p50,phi_p90,P_mean_mm,PET_mean_mm,source,frac_top_press_gt0,ribbon_hint
3727,49.95868967041771,142.70064131923897,187.48383700416557,0.0,0.0,0,3727,potomac2,0.9027598208861954,0.6857947662957521,0.9117980371498168,1.0874561881831153,792.0670968196039,702.7260129919458,ss_pressure_head + average CW3E,0.2983632948752348,False
1471,162.34213805661176,181.86065911902858,185.5196312830564,0.0,0.0,0,1471,wolf2,0.6267818845716271,0.602488905261187,0.6293403813748875,0.6491179733827291,1532.292599939762,959.5712798732221,ss_pressure_head + average CW3E,0.037389530931339225,False
6459,161.6106129654364,182.35413306638037,189.09638615117245,0.0,0.0,0,6459,republican,1.2217110163214733,1.0773051507877767,1.2017372122804841,1.3627785360456166,592.5441109645031,717.7475589992408,ss_pressure_head + average CW3E,0.00015482272797646694,False
6459,161.6106129654364,182.35413306638037,189.09638615117245,0.0,0.0,0,6459,ponca,1.626960963759325,1.4546228172118387,1.568072901604601,1.9615996161871092,437.69109543773715,702.50070096713,ss_pressure_head + average CW3E,0.00015482272797646694,False
