domain,L,metric,kind,covar,covar_label,rho,p,n
wolf2,3,WTD,temporary,sand_frac,Sand fraction,-0.21385847499506835,2.7196901529473203e-16,1423
wolf2,3,WTD,temporary,clay_frac,Clay fraction,-0.1160315397403974,1.1221671129903311e-05,1423
wolf2,3,WTD,temporary,mannings,Mannings,-0.09388723491611053,0.0003821126795479421,1426
wolf2,3,WTD,persistent,dist_to_stream,Dist. to stream,-0.0699016121536811,0.00839864577215625,1420
wolf2,3,WTD,persistent,HAND,HAND,0.0511526359334943,0.05395173758656917,1420
wolf2,3,WTD,persistent,rel_elev,Rel. elevation,0.1770109047205467,1.6487600237475327e-11,1420
wolf2,3,WTD,persistent,slope_mag,Slope,0.19683176880262537,5.34509690326812e-14,1426
wolf2,3,WTD,persistent,baseline_WTD,Baseline WTD,0.6145350726575789,9.56844953007603e-161,1426
wolf2,3,WTD,persistent,local_recharge_base,Local recharge (base),-0.015878005556610536,0.5491654547390133,1426
wolf2,3,WTD,persistent,PME_static,Static PME,0.054101423428175956,0.04106779101880133,1426
wolf2,3,WTD,persistent,porosity_col,Porosity (col.),0.10936434802576035,3.441667413410722e-05,1426
wolf2,3,WTD,persistent,log10_K_col,log₁₀ K (col.),0.0049870489043077676,0.8507775892348277,1426
wolf2,3,WTD,persistent,log10_K_top,log₁₀ K (top),-0.22376188295942248,8.992233536157853e-18,1426
wolf2,3,WTD,persistent,flowbarrier_min,Flow barrier (min),-0.19509465165502085,8.982978363595015e-14,1426
wolf2,3,WTD,persistent,sand_frac,Sand fraction,-0.04914094090358267,0.06384434538372295,1423
wolf2,3,WTD,persistent,clay_frac,Clay fraction,0.14255385388117722,6.34912470727993e-08,1423
wolf2,3,WTD,persistent,mannings,Mannings,-0.025024917532560344,0.3450654647067095,1426
wolf2,10,storage,temporary,dist_to_stream,Dist. to stream,0.11147810010690581,2.510085197561179e-05,1420
wolf2,10,storage,temporary,HAND,HAND,-0.27469133739312956,2.599927182985693e-26,1420
wolf2,10,storage,temporary,rel_elev,Rel. elevation,0.01500904740034789,0.5720541008413061,1420
wolf2,10,storage,temporary,slope_mag,Slope,0.16274082460663178,5.862157908426942e-10,1426
wolf2,10,storage,temporary,baseline_WTD,Baseline WTD,0.05279404480826155,0.046219215169968575,1426
wolf2,10,storage,temporary,local_recharge_base,Local recharge (base),-0.4370819419779119,6.248478624174171e-70,1426
wolf2,10,storage,temporary,recharge_anom_rec1_10yr,"Δ recharge (rec. yr1, 10yr)",0.4867845605289462,1.575014359275931e-89,1426
wolf2,10,storage,temporary,PME_static,Static PME,0.23363691379628834,2.7264766580225024e-19,1426
wolf2,10,storage,temporary,porosity_col,Porosity (col.),0.3689790663137586,2.5063883064255433e-48,1426
wolf2,10,storage,temporary,log10_K_col,log₁₀ K (col.),0.09592094878589524,0.000283911788410246,1426
wolf2,10,storage,temporary,log10_K_top,log₁₀ K (top),-0.2901036268706384,1.9099762116188933e-29,1426
wolf2,10,storage,temporary,flowbarrier_min,Flow barrier (min),-0.17411567369415282,3.2293087963591753e-11,1426
wolf2,10,storage,temporary,sand_frac,Sand fraction,0.08350123914975606,0.001610978542459326,1423
wolf2,10,storage,temporary,clay_frac,Clay fraction,0.15896887754624395,1.5254900990635984e-09,1423
wolf2,10,storage,temporary,mannings,Mannings,0.26423643316277123,1.7901227153701443e-24,1426
wolf2,10,storage,persistent,dist_to_stream,Dist. to stream,-0.26255469684770427,4.488196363476086e-24,1420
wolf2,10,storage,persistent,HAND,HAND,0.0019666588874942444,0.9409855953008698,1420
wolf2,10,storage,persistent,rel_elev,Rel. elevation,0.1037243739674846,8.906607523465346e-05,1420
wolf2,10,storage,persistent,slope_mag,Slope,0.17561867844249993,2.1685189134280096e-11,1426
wolf2,10,storage,persistent,baseline_WTD,Baseline WTD,0.5042659227505021,2.4924326681239117e-97,1426
wolf2,10,storage,persistent,local_recharge_base,Local recharge (base),-0.32188707497047964,2.3974874601020595e-36,1426
wolf2,10,storage,persistent,recharge_anom_rec1_10yr,"Δ recharge (rec. yr1, 10yr)",0.042516013056157,0.10854112066432606,1426
wolf2,10,storage,persistent,PME_static,Static PME,-0.0160118136298197,0.5458037365173369,1426
wolf2,10,storage,persistent,porosity_col,Porosity (col.),0.31915533188226985,1.020424742110046e-35,1426
wolf2,10,storage,persistent,log10_K_col,log₁₀ K (col.),0.17938049622356053,7.87938060986866e-12,1426
wolf2,10,storage,persistent,log10_K_top,log₁₀ K (top),-0.5309677512466784,2.784660831445879e-110,1426
wolf2,10,storage,persistent,flowbarrier_min,Flow barrier (min),-0.4176079965366495,3.493210289904271e-63,1426
wolf2,10,storage,persistent,sand_frac,Sand fraction,-0.1831929417822001,2.9089183319778827e-12,1423
wolf2,10,storage,persistent,clay_frac,Clay fraction,0.28047819982976036,1.7826662385088775e-27,1423
wolf2,10,storage,persistent,mannings,Mannings,-0.052911092731272875,0.045736877667573485,1426
wolf2,10,WTD,temporary,dist_to_stream,Dist. to stream,-0.14802838631681778,1.982912002511308e-08,1420
wolf2,10,WTD,temporary,HAND,HAND,0.12570695316149597,1.9633668825125016e-06,1420
wolf2,10,WTD,temporary,rel_elev,Rel. elevation,-0.11116232591709349,2.6473658816073604e-05,1420
wolf2,10,WTD,temporary,slope_mag,Slope,-0.2846440100128448,2.3832469154880438e-28,1426
wolf2,10,WTD,temporary,baseline_WTD,Baseline WTD,-0.03295379283492199,0.21366323816135774,1426
wolf2,10,WTD,temporary,local_recharge_base,Local recharge (base),0.05190561614528029,0.050021530992804125,1426
wolf2,10,WTD,temporary,recharge_anom_rec1_10yr,"Δ recharge (rec. yr1, 10yr)",-0.015161010469455428,0.5673506633733084,1426
wolf2,10,WTD,temporary,PME_static,Static PME,0.05033824414355607,0.05736761098851292,1426
wolf2,10,WTD,temporary,porosity_col,Porosity (col.),-0.09567270820076736,0.00029448626922938396,1426
wolf2,10,WTD,temporary,log10_K_col,log₁₀ K (col.),0.3388523983749069,2.068952348618089e-40,1426
wolf2,10,WTD,temporary,log10_K_top,log₁₀ K (top),-0.05667131726348751,0.032347772639064375,1426
wolf2,10,WTD,temporary,flowbarrier_min,Flow barrier (min),-0.07555891816127289,0.004293838996839068,1426
wolf2,10,WTD,temporary,sand_frac,Sand fraction,-0.21774694931814698,7.502629443005191e-17,1423
wolf2,10,WTD,temporary,clay_frac,Clay fraction,-0.11279527360993657,1.9668926861916544e-05,1423
wolf2,10,WTD,temporary,mannings,Mannings,-0.09281526812438246,0.00044584329570899567,1426
wolf2,10,WTD,persistent,dist_to_stream,Dist. to stream,-0.10988920850528347,3.276596783567245e-05,1420
wolf2,10,WTD,persistent,HAND,HAND,0.05785708533583111,0.029231319671675186,1420
wolf2,10,WTD,persistent,rel_elev,Rel. elevation,0.19797851460610694,4.2783015185084384e-14,1420
wolf2,10,WTD,persistent,slope_mag,Slope,0.19412964358971588,1.1960404288918804e-13,1426
wolf2,10,WTD,persistent,baseline_WTD,Baseline WTD,0.6382005371628139,1.767080689991212e-178,1426
wolf2,10,WTD,persistent,local_recharge_base,Local recharge (base),-0.022845853846627764,0.38871137958843427,1426
wolf2,10,WTD,persistent,recharge_anom_rec1_10yr,"Δ recharge (rec. yr1, 10yr)",0.015702930269136457,0.5535792938344447,1426
wolf2,10,WTD,persistent,PME_static,Static PME,0.06119572601685874,0.02081328318440301,1426
wolf2,10,WTD,persistent,porosity_col,Porosity (col.),0.13535615034661697,2.7837920740806174e-07,1426
wolf2,10,WTD,persistent,log10_K_col,log₁₀ K (col.),0.03551529831851724,0.1801492391665752,1426
wolf2,10,WTD,persistent,log10_K_top,log₁₀ K (top),-0.28244837240060544,6.469036210355474e-28,1426
wolf2,10,WTD,persistent,flowbarrier_min,Flow barrier (min),-0.22942567155309534,1.2361414959552234e-18,1426
wolf2,10,WTD,persistent,sand_frac,Sand fraction,-0.08977180384336156,0.0006938635617154297,1423
wolf2,10,WTD,persistent,clay_frac,Clay fraction,0.15768274764446272,2.0735790693719313e-09,1423
wolf2,10,WTD,persistent,mannings,Mannings,-0.0336468809127702,0.20418097812835012,1426
